cpu_usage,mem_usage
1.008728759447484,37298.176
1.008728759447484,38182.912
1.008728759447484,38182.912
51.276856092702225,38182.912
51.276856092702225,38961.152
51.276856092702225,38961.152
178.3566204020182,38961.152
178.3566204020182,39333.888
178.3566204020182,39333.888
257.1835364641082,39333.888
257.1835364641082,43778.048
257.1835364641082,43778.048
282.66826924077645,119140.352
282.66826924077645,194957.312
282.66826924077645,194957.312
367.8823521727884,194957.312
367.8823521727884,196136.96
367.8823521727884,197210.112
242.3606906906513,197210.112
242.3606906906513,197562.368
242.3606906906513,198221.824
425.52006472098145,198365.184
425.52006472098145,199008.256
425.52006472098145,199008.256
418.58334455390604,199008.256
418.58334455390604,199249.92
418.58334455390604,199249.92
477.2880046145734,199249.92
477.2880046145734,199593.984
477.2880046145734,200138.752
463.8092556051665,200138.752
463.8092556051665,199843.84
463.8092556051665,199798.784
405.22122169696337,199958.528
405.22122169696337,199958.528
405.22122169696337,199819.264
367.575388372437,199921.664
367.575388372437,200232.96
367.575388372437,200232.96
317.46335741926566,200232.96
317.46335741926566,157016.064
317.46335741926566,157016.064
268.4600564901198,157016.064
268.4600564901198,157732.864
268.4600564901198,157732.864
239.1551637254347,157618.176
239.1551637254347,157425.664
239.1551637254347,80756.736
187.8296125482844,80756.736
187.8296125482844,80785.408
187.8296125482844,80691.2
155.47675201203694,80859.136
155.47675201203694,80900.096
155.47675201203694,80900.096
116.071117845826,80900.096
116.071117845826,80920.576
116.071117845826,80859.136
71.14810662605855,80879.616
71.14810662605855,117592.064
71.14810662605855,155074.56
42.55752185944869,155074.56
42.55752185944869,155074.56
42.55752185944869,156557.312
57.93372931287836,156942.336
57.93372931287836,156942.336
57.93372931287836,156942.336
74.78880958934553,156942.336
74.78880958934553,157208.576
74.78880958934553,157208.576
96.43294637398571,157208.576
96.43294637398571,157208.576
96.43294637398571,157548.544
117.49006650605884,157548.544
117.49006650605884,157618.176
117.49006650605884,157818.88
138.27404679578976,157859.84
138.27404679578976,157769.728
138.27404679578976,157769.728
150.4099148957021,158130.176
150.4099148957021,194543.616
150.4099148957021,232124.416
129.6744477303278,232124.416
129.6744477303278,234471.424
129.6744477303278,235118.592
163.34083429907048,235376.64
163.34083429907048,235827.2
163.34083429907048,235827.2
181.4645682802702,195264.512
181.4645682802702,225701.888
181.4645682802702,225701.888
128.6263941703478,225701.888
128.6263941703478,230633.472
128.6263941703478,233201.664
167.82394494483287,233152.512
167.82394494483287,233795.584
167.82394494483287,233795.584
160.09367853788362,233795.584
160.09367853788362,306053.12
160.09367853788362,306053.12
104.89597145574648,308289.536
104.89597145574648,310628.352
104.89597145574648,310628.352
121.56616035027449,310628.352
121.56616035027449,311222.272
121.56616035027449,311222.272
110.62642206669705,311222.272
110.62642206669705,311373.824
110.62642206669705,311373.824
94.96638388463721,272498.688
94.96638388463721,233914.368
94.96638388463721,233914.368
82.00228514014745,233807.872
82.00228514014745,233832.448
82.00228514014745,233832.448
83.8880577001483,233832.448
83.8880577001483,233885.696
83.8880577001483,233885.696
95.52936967434258,233885.696
