cpu_usage,mem_usage
0.0011637612105793761,73800
0.03771161758094783,75060
0.03771161758094783,87668
0.03771161758094783,87668
0.12757599577426454,112588
0.12757599577426454,112588
0.12757599577426454,113428
0.27376063023727965,116588
0.27376063023727965,127872
0.27376063023727965,127872
0.2716146357034918,128824
0.2716146357034918,155568
0.2716146357034918,155568
0.34562023211765874,155568
0.34562023211765874,155960
0.34562023211765874,155960
0.3565332825301881,155960
0.3565332825301881,155660
0.3565332825301881,155660
0.38647621333792714,155660
0.38647621333792714,155672
0.38647621333792714,155928
0.4188336147200757,155848
0.4188336147200757,156032
0.4188336147200757,156032
0.43613476910140947,156032
0.43613476910140947,156352
0.43613476910140947,156352
0.4709813392530243,156552
0.4709813392530243,156544
0.4709813392530243,156544
0.47810390514430184,119488
0.47810390514430184,119740
0.47810390514430184,119740
0.45333366731584485,119740
0.45333366731584485,119528
0.45333366731584485,119804
0.4061487396838619,81612
0.4061487396838619,81556
0.4061487396838619,81556
0.3569783242743587,81556
0.3569783242743587,81828
0.3569783242743587,81828
0.317522544315303,81828
0.317522544315303,82268
0.317522544315303,82200
0.267504573521266,82200
0.267504573521266,81860
0.267504573521266,82036
0.2174046489094002,82272
0.2174046489094002,80032
0.2174046489094002,117064
0.1469583066203311,117092
0.1469583066203311,117092
0.1469583066203311,117068
0.13269099121169126,117256
0.13269099121169126,117256
0.13269099121169126,117268
0.08309434030774548,117460
0.08309434030774548,117460
0.08309434030774548,117460
0.04313043005923915,117476
0.04313043005923915,117420
0.04313043005923915,117420
0.05411437085395037,117496
0.05411437085395037,117496
0.05411437085395037,117496
0.0745925457779466,117508
0.0745925457779466,117696
0.0745925457779466,117696
0.09164813389819008,117724
0.09164813389819008,117880
0.09164813389819008,117880
0.11491095828279385,117880
0.11491095828279385,117884
0.11491095828279385,118152
0.13255229995196144,118152
0.13255229995196144,117804
0.13255229995196144,117804
0.14782421583388722,117684
0.14782421583388722,76852
0.14782421583388722,76852
0.15695405998799478,76852
0.15695405998799478,77068
0.15695405998799478,77068
0.16618898799176937,76936
0.16618898799176937,76976
0.16618898799176937,76976
0.17627335269073385,76976
0.17627335269073385,77184
0.17627335269073385,77184
0.18347822056892843,77192
0.18347822056892843,77348
0.18347822056892843,77348
0.16964162375551384,77236
0.16964162375551384,77236
0.16964162375551384,77300
0.16058959310582585,77360
0.16058959310582585,77360
0.16058959310582585,77360
0.14490247065468592,77360
0.14490247065468592,77328
0.14490247065468592,77328
0.13376238613461106,77328
0.13376238613461106,77496
0.13376238613461106,77496
0.11600005300163979,77496
0.11600005300163979,77520
0.11600005300163979,77520
0.10546227042864101,77520
0.10546227042864101,77428
0.10546227042864101,77428
0.08853824575967259,77428
0.08853824575967259,77556
0.08853824575967259,77556
0.0834121926071919,77572
0.0834121926071919,77460
0.0834121926071919,77460
0.09526622192323393,77460
0.09526622192323393,77484
0.09526622192323393,77640
0.10589141520706738,77640
0.10589141520706738,77644
0.10589141520706738,77532
0.09289170491031785,77532
0.09289170491031785,77672
0.09289170491031785,77812
0.08184390156317536,77812
0.08184390156317536,77816
0.08184390156317536,77840
0.09806788508097312,77720
0.09806788508097312,77720
0.09806788508097312,77756
0.11562706489997192,77760
0.11562706489997192,77832
0.11562706489997192,77832
0.13211130301092164,77844
0.13211130301092164,77872
0.13211130301092164,77872
0.14870734341967612,77872
0.14870734341967612,77836
0.14870734341967612,77836
0.1724204637433201,77836
0.1724204637433201,77904
0.1724204637433201,77904
0.19147264104704523,77904
0.19147264104704523,78076
0.19147264104704523,78076
0.20522744116338373,78076
0.20522744116338373,78672
0.20522744116338373,78672
0.22737945785597377,78672
0.22737945785597377,78600
0.22737945785597377,78520
0.24251373141077004,78544
0.24251373141077004,78684
0.24251373141077004,78684
0.2055194213753347,78684
0.2055194213753347,78720
0.2055194213753347,78884
0.24410651813494189,78760
0.24410651813494189,78820
0.24410651813494189,78820
0.2839011755703934,78832
0.2839011755703934,78876
0.2839011755703934,78876
0.2874591223960187,78748
0.2874591223960187,78664
0.2874591223960187,78664
0.29787525601986,78664
0.29787525601986,78796
0.29787525601986,78832
0.24810556150004617,78708
0.24810556150004617,78708
0.24810556150004617,78708
0.2069787095296619,78708
0.2069787095296619,79052
0.2069787095296619,79052
0.18902814287542125,79052
0.18902814287542125,78944
0.18902814287542125,78956
