cpu_usage,mem_usage
1.1751527986559367,79826.944
1.1751527986559367,79826.944
8.771363255159192,79826.944
8.771363255159192,80699.392
8.771363255159192,80699.392
107.7929161328765,80699.392
107.7929161328765,81571.84
107.7929161328765,81571.84
224.64769651513166,81571.84
224.64769651513166,42598.4
224.64769651513166,42598.4
282.0147798329745,80637.952
282.0147798329745,118726.656
282.0147798329745,195629.056
360.29477037606324,196173.824
360.29477037606324,197169.152
360.29477037606324,197169.152
220.0882754017347,197169.152
220.0882754017347,197259.264
220.0882754017347,198418.432
400.1511906820829,198418.432
400.1511906820829,199512.064
400.1511906820829,199708.672
434.16157864547245,199749.632
434.16157864547245,199749.632
434.16157864547245,200056.832
464.6749082309991,200056.832
464.6749082309991,200421.376
464.6749082309991,200421.376
490.2095623327266,200769.536
490.2095623327266,200613.888
490.2095623327266,200613.888
465.17919409588814,200613.888
465.17919409588814,200900.608
465.17919409588814,200900.608
412.3810603536333,200900.608
412.3810603536333,200929.28
412.3810603536333,200929.28
369.42828674227735,200929.28
369.42828674227735,158523.392
369.42828674227735,158523.392
306.45627180850346,158523.392
306.45627180850346,158650.368
306.45627180850346,158650.368
279.7739891637396,120066.048
279.7739891637396,81461.248
279.7739891637396,81522.688
229.46128795511967,81522.688
229.46128795511967,81731.584
229.46128795511967,81965.056
182.26232296332856,81965.056
182.26232296332856,81838.08
182.26232296332856,81838.08
135.01675005759256,81838.08
135.01675005759256,81862.656
135.01675005759256,81973.248
135.01675005759256,81973.248
135.01675005759256,81973.248
135.01675005759256,157155.328
48.00312611321345,157220.864
48.00312611321345,157220.864
48.00312611321345,157409.28
54.26953935142218,157409.28
54.26953935142218,157872.128
54.26953935142218,157872.128
69.06603304128954,158150.656
69.06603304128954,158150.656
69.06603304128954,158150.656
87.4944909808291,158253.056
87.4944909808291,158289.92
87.4944909808291,158289.92
109.46794126121706,158289.92
109.46794126121706,158633.984
109.46794126121706,158990.336
132.74969870097362,158990.336
132.74969870097362,158957.568
132.74969870097362,159141.888
152.56677513374828,159141.888
152.56677513374828,159043.584
152.56677513374828,159203.328
154.7625543661983,159203.328
154.7625543661983,159338.496
154.7625543661983,159338.496
153.44259125854086,159338.496
153.44259125854086,154992.64
153.44259125854086,151859.2
162.16595666647336,151859.2
162.16595666647336,155291.648
162.16595666647336,155291.648
187.90977191892986,155840.512
187.90977191892986,155840.512
187.90977191892986,155840.512
181.35219385157512,156127.232
181.35219385157512,209604.608
181.35219385157512,209604.608
138.17489389538713,209604.608
138.17489389538713,212168.704
138.17489389538713,233402.368
154.5780331102662,233402.368
154.5780331102662,234000.384
154.5780331102662,234000.384
140.53006942086458,234110.976
140.53006942086458,234168.32
140.53006942086458,234168.32
123.31195294077074,234168.32
123.31195294077074,234414.08
123.31195294077074,234401.792
108.88075998159412,234401.792
108.88075998159412,234401.792
108.88075998159412,234315.776
94.96694343354999,234315.776
94.96694343354999,234446.848
94.96694343354999,234467.328
82.33030184877184,234467.328
82.33030184877184,156213.248
82.33030184877184,156233.728
95.2804975211497,156233.728
95.2804975211497,156786.688
